Titulo,Precio,Precio Oferta,Editorial,Descuento,Formato,Autor,URL Libro,Idioma,Pagínas,ISBN,Origen,Encuadernación,Año,Dimen Largo,Dimen Ancho,Genero,Total Reviews,Valoración,Estado,Unidades,Imagen URL
Hacer la Noche,17900,15220,Paidós,0.15,Libro Físico,Constanza Michelson,https://www.buscalibre.cl/libro-hacer-la-noche/9789569987687/p/53995682,Español,256,9789569987687,Chile,Tapa Blanda,2022,15.00,23.00,Ficción urbana; Filosofía,4,5.0,Libro Nuevo,29,https://images.cdn3.buscalibre.com/fit-in/360x360/43/8a/438ae4623bf387a7418118be4098d3e5.jpg
Otro Libro,16000,8000,Reservoir Books,0.50,Libro Físico,Ingesman,https://www.buscalibre.cl/libro-otro-libro/9789566206187/p/54876648,Español,200,9789566206187,Chile,Tapa Blanda,2023,15.00,20.00,Cultura popular; Humor,3,5.0,Libro Nuevo,17,https://images.cdn1.buscalibre.com/fit-in/360x360/e5/ae/e5ae36e5161bb908435265c586fc5734.jpg
El Pais de las Mujeres,20500,17430,Seix Barral,0.15,Libro Físico,Gioconda Belli,https://www.buscalibre.cl/libro-el-pais-de-las-mujeres/9789566173342/p/54945640,Español,368,9789566173342,Chile,Tapa Blanda,2023,13.00,0.00,Ficción,1,5.0,Libro Nuevo,7,https://images.cdn1.buscalibre.com/fit-in/360x360/c8/79/c87976537a324aeec2fd6451c22e07d0.jpg
Conflictos del Alma Infantil,20900,17770,Editorial Planeta Chilena S.A.,0.15,Libro Físico,Jung Carl,https://www.buscalibre.cl/libro-conflictos-del-alma-infantil/9789566195559/p/55710093,Español,176,9789566195559,Chile,Tapa Blanda,2023,13.00,0.00,Psicología,1,5.0,Libro Nuevo,7,https://images.cdn2.buscalibre.com/fit-in/360x360/1b/c9/1bc912f90c00f95e7fde4558100befdb.jpg
Cocina lab,16900,14370,Planeta,0.15,Libro Físico,Alejandro Roth,https://www.buscalibre.cl/libro-cocina-lab/9789564084336/p/55710076,Español,172,9789564084336,Chile,Tapa Blanda,2023,15.00,23.00,Divulgación científica,2,5.0,Libro Nuevo,52,https://images.cdn1.buscalibre.com/fit-in/360x360/aa/29/aa2918e3d3f881157a3c1e115470ce62.jpg
Manuel Rodríguez,17900,15220,Editorial Planeta Chilena S.A.,0.15,Libro Físico,Soledad Reyes del Villar,https://www.buscalibre.cl/libro-manuel-rodriguez/9789564085265/p/56104886,Español,200,9789564085265,Chile,Tapa Blanda,2024,15.00,23.00,Sociedad y ciencias sociales,0,0.0,Libro Nuevo,54,https://images.cdn2.buscalibre.com/fit-in/360x360/84/5c/845c19c02de20e1e25da044a54fbd87a.jpg
Y si Jugamos con Júpiter?,16990,14440,Independiente,0.15,Libro Físico,"María Paz Errázuriz Domínguez, Catalina Tapia Cabrera",https://www.buscalibre.cl/libro-y-si-jugamos-con-jupiter/9789564142975/p/54924995,Español,36,9789564142975,Chile,Tapa Dura,2023,24.00,0.00,"Infantil, Ciencia",0,0.0,Libro Nuevo,5,https://images.cdn3.buscalibre.com/fit-in/360x360/d4/b3/d4b3bb415b3c62ee62eb4ed4fbad96a2.jpg
Desayuno en Tiffany's,12000,10200,DEBOLS!LLO,0.15,Libro Físico,Truman Capote,https://www.buscalibre.cl/libro-desayuno-en-tiffany-s/9789563256307/p/56139490,Español,160,9789563256307,Chile,Tapa Blanda,2024,18.00,0.00,"Ficción Clásica, Novela Contemporánea",0,0.0,Libro Nuevo,12,https://images.cdn3.buscalibre.com/fit-in/360x360/ef/4c/ef4c94f41cce235810b1872baeebf7d8.jpg
El oro de los Tigres / la Rosa Profunda,10000,8500,Penguin Random House Grupo Editorial,0.15,Libro Físico,Borges Jorge Luis,https://www.buscalibre.cl/libro-el-oro-de-los-tigres-la-rosa-profunda/9789563255782/p/55910452,Español,160,9789563255782,Chile,Tapa Blanda,2024,12.00,0.00,Poesía,0,0.0,Libro Nuevo,33,https://images.cdn3.buscalibre.com/fit-in/360x360/9f/55/9f5506ca96732781804310180478d87d.jpg
La Venganza. Puros malos sentimientos,10990,9340,Recrea,0.15,Libro Físico,Andrés Kalawski,https://www.buscalibre.cl/libro-la-venganza-puros-malos-sentimientos/9789566163961/p/62806204,Español,36,9789566163961,Chile,Tapa Blanda,2024,20.00,0.00,"Thriller, Suspenso",0,0.0,Libro Nuevo,8,https://images.cdn3.buscalibre.com/fit-in/360x360/e3/f8/e3f85ae9f83f91ec31ecd26a643fadb2.jpg
Atacama fantasma,20000,17000,Debate,0.15,Libro Físico,Cristóbal Marín,https://www.buscalibre.cl/libro-atacama-fantasma/9789566247418/p/57040703,Español,492,9789566247418,Chile,Tapa Blanda,2024,23.00,0.00,Historias reales,0,0.0,Libro Nuevo,79,https://images.cdn1.buscalibre.com/fit-in/360x360/cf/ab/cfab5ef326f6b75488e5b21066aaf623.jpg
La Batalla de Occidente,13900,6260,Tusquets,0.55,Libro Físico,"Eric Vuillard,Ddp",https://www.buscalibre.cl/libro-la-batalla-de-occidente/9789569961144/p/52236934,Español,192,9789569961144,Chile,Tapa Blanda,2021,,,Ficción moderna y contemporánea,6,3.5,Libro Nuevo,8,https://images.cdn3.buscalibre.com/fit-in/360x360/98/8e/988e50bf6ff2baff60bc6248d4b52a4a.jpg
El Amor es una Catastrofe Natural,8900,4010,Booket,0.55,Libro Físico,Betina Gonzalez,https://www.buscalibre.cl/libro-el-amor-es-una-catastrofe-natural/9789569963100/p/52380222,Español,176,9789569963100,Chile,Tapa Blanda,2020,,,Ficción moderna y contemporánea,0,0.0,Libro Nuevo,8,https://images.cdn2.buscalibre.com/fit-in/360x360/47/c3/47c395e70e8f2680687df92c93301dd2.jpg
El Jueves Siguiente,15900,7160,Espasa Calpe,0.55,Libro Físico,"Osman, Richard",https://www.buscalibre.cl/libro-el-jueves-siguiente/9789569973215/p/53618613,Español,480,9789569973215,Chile,Tapa Blanda,2021,15.00,23.00,Ficción moderna y contemporánea; Procedimientos policiales,12,4.5,Libro Nuevo,19,https://images.cdn1.buscalibre.com/fit-in/360x360/0a/ea/0aeae116acfb7ddf707bbb8e8d917ed2.jpg
20. 000 Leguas de Viaje Submarino,5990,0,Ediciones Tricahue Ltda.,0.00,Libro Físico,Julio Verne,https://www.buscalibre.cl/libro-20-000-leguas-de-viaje-submarino/9789566306245/p/55912790,Español,128,9789566306245,Chile,Tapa Blanda,2024,18.00,0.00,"Aventura, Ciencia Ficción",0,0.0,Libro Nuevo,2,https://images.cdn1.buscalibre.com/fit-in/360x360/6c/fb/6cfbac5507dbd982e9744e291512658e.jpg
Dogma y Ritual de la Alta Magia,33990,28890,Kier,0.15,Libro Físico,Eliphas Levi,https://www.buscalibre.cl/libro-dogma-y-ritual-de-la-alta-magia/9789501729931/p/51612425,Español,352,9789501729931,Chile,Tapa Blanda,2019,23.00,16.00,"Magia, encantamientos y alquimia",16,5.0,Libro Nuevo,6,https://images.cdn2.buscalibre.com/fit-in/360x360/8b/9c/8b9cfec8f12163346b86b000c7cfbd9a.jpg
Brat,21000,17850,Chai Editora,0.15,Libro Físico,Gabriel Smith,https://www.buscalibre.cl/libro-brat/9786319005073/p/62076339,Español,287,9786319005073,Chile,Tapa Blanda,2024,21.00,0.00,Ficción literaria,0,0.0,Libro Nuevo,7,https://images.cdn1.buscalibre.com/fit-in/360x360/b5/9f/b59f42a8aa05174356166f2bd537c8fa.jpg
Asterix 4 Asterix Gladiador,14800,12580,Libros Del Zorzal,0.15,Libro Físico,A. Goscinny R. / Uderzo,https://www.buscalibre.cl/libro-asterix-4-asterix-gladiador/9789875996861/p/53316279,Español,48,9789875996861,Chile,Tapa Blanda,2021,,,Ficción infantil y juvenil: clásica; Ficción infantil y juvenil: histórica; Historia de los vikingos,2,5.0,Libro Nuevo,7,https://images.cdn1.buscalibre.com/fit-in/360x360/5c/0a/5c0a2d2d65ccd2a844697ed8dca0035e.jpg
Tratado Elemental de Ciencia Oculta,29990,25490,Kier,0.15,Libro Físico,Papus,https://www.buscalibre.cl/libro-tratado-elemental-de-ciencia-oculta/9789501760767/p/55825499,Español,272,9789501760767,Chile,Tapa Blanda,2023,23.00,0.00,"Magia, alquimia y pensamiento hermético",0,0.0,Libro Nuevo,4,https://images.cdn2.buscalibre.com/fit-in/360x360/49/b1/49b188d4207646ec96cd616b8e9c5834.jpg
GATURRO 39,16900,14370,EDICIONES DE LA FLOR,0.15,Libro Físico,NIK,https://www.buscalibre.cl/libro-gaturro-39/9789505158935/p/55849871,Español,96,9789505158935,Chile,Tapa Blanda,2023,14.00,20.00,"Cómic, Infantil",0,0.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/12/ab/12ab82dfe37a39b84bdde6b598fdbf0c.jpg
Hacia un Nuevo Pacto,20500,17430,Planeta,0.15,Libro Físico,Óscar Landerretche,https://www.buscalibre.cl/libro-hacia-un-nuevo-pacto/9789563609202/p/53273063,Español,240,9789563609202,Chile,Tapa Blanda,2021,15.00,23.00,Divulgación científica,10,4.5,Libro Nuevo,19,https://images.cdn2.buscalibre.com/fit-in/360x360/da/ce/dace5e839d3a88cda94832d85a048cdf.jpg
Club de Brujas,10990,9340,Vrya,0.15,Libro Físico,Mel Knarik,https://www.buscalibre.cl/libro-club-de-brujas/9789877477634/p/53946686,Español,208,9789877477634,Chile,Tapa Blanda,2021,,,Signos del zodíaco y horóscopos; Tarot,5,5.0,Libro Nuevo,20,https://images.cdn2.buscalibre.com/fit-in/360x360/26/1d/261dfb152aa231d7ce0f113324a77574.jpg
Signos Opuestos o Complementarios,17490,14870,Albatros,0.15,Libro Físico,"Laneri, Melina",https://www.buscalibre.cl/libro-signos-opuestos-o-complementarios/9789502417165/p/53761937,Español,112,9789502417165,Chile,Tapa Blanda,2021,,,"Misticismo, magia y rituales; Novela gráfica y cómic de fantasía, esoterismo; Signos del zodíaco y horóscopos",0,0.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/c5/68/c568d544d5850dae0c7a43d9aab9382a.jpg
"Garfield, un pequeño gato con grandes sueños",7000,5950,El Gato de Hojalata,0.15,Libro Físico,Nickelodeon,https://www.buscalibre.cl/libro-garfield-un-pequeno-gato-con-grandes-suenos/9789878209241/p/62002713,Español,24,9789878209241,Chile,Tapa Blanda,2019,17.00,24.00,"Cómic, Humor",0,0.0,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/b1/68/b168f58364a33b58a8d5481d7d0902c8.jpg
José Mujica. Otros mundos posibles,20900,18810,Planeta,0.10,Libro Físico,Gerardo Caetano|,https://www.buscalibre.cl/libro-jose-mujica-otros-mundos-posibles/9789504988618/p/62425178,Español,400,9789504988618,Chile,Rústica con Solapas,2024,16.00,24.00,Política y gobierno,0,0.0,Libro Nuevo,29,https://images.cdn1.buscalibre.com/fit-in/360x360/d6/bd/d6bdeca00705d54ac0dc601539fef2a8.jpg
La Guerra de los Duraznos,13000,11050,Montena,0.15,Libro Físico,Roberto Ampuero,https://www.buscalibre.cl/libro-la-guerra-de-los-duraznos/9789568474232/p/39005284,Español,214,9789568474232,Chile,Tapa Blanda,2014,13.00,0.00,Ficción infantil y juvenil: general,3,5.0,Libro Nuevo,12,https://images.cdn2.buscalibre.com/fit-in/360x360/c5/7c/c57ce7c00389a45bc2c69c364b6aaaaa.jpg
Una soledad demasiado ruidosa,17000,14450,Galaxia Gutenberg,0.15,Libro Físico,Bohumil Hrabal,https://www.buscalibre.cl/libro-una-soledad-demasiado-ruidosa/9788416252442/p/46386396,Español,112,9788416252442,Chile,Tapa Blanda,2015,21.00,14.00,Ficción moderna y contemporánea,2,5.0,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/67/ad/67ad90f7bef88858cefafb6152bc8dde.jpg
Epidemiología Genética. Principios y Métodos,2000,1500,Mediterráneo,0.25,Libro Físico,José Luis Santos,https://www.buscalibre.cl/libro-epidemiologia-genetica-principios-y-metodos/9789562203135/p/4076429,Español,233,9789562203135,Chile,Tapa Blanda,2011,18.00,0.00,Epidemiología y estadística médica,4,5.0,Libro Nuevo,4,https://images.cdn2.buscalibre.com/fit-in/360x360/51/f6/51f6828c2fc6de45bae22b38b466f001.jpg
Últimos testigos,18000,15300,Debate,0.15,Libro Físico,Svetlana Alexievich,https://www.buscalibre.cl/libro-ultimos-testigos/9789569545320/p/47522793,Español,180,9789569545320,Chile,,2016,,,Historia y crítica literaria,14,5.0,Libro Nuevo,4,https://images.cdn2.buscalibre.com/fit-in/360x360/ce/0e/ce0e894ad4687a8cf8e17ea3374916b3.jpg
Soy una Tonta por Quererte,16900,14370,Tusquets,0.15,Libro Físico,Camila Sosa Villada,https://www.buscalibre.cl/libro-soy-una-tonta-por-quererte/9789569961236/p/53995680,Español,216,9789569961236,Chile,Tapa Blanda,2022,14.00,21.00,Ficción moderna y contemporánea; Novelas de amor contemporáneo,1,3.0,Libro Nuevo,2,https://images.cdn3.buscalibre.com/fit-in/360x360/a5/9d/a59df0aafda68268738095c2f214ec62.jpg
Pequeña Gota de Lluvia  [Ilustrado],4490,3820,Latinbooks,0.15,Libro Físico,Melanie Joyce,https://www.buscalibre.cl/libro-pequena-gota-de-lluvia-ilustrado/9789974904415/p/53001462,Español,32,9789974904415,Chile,Tapa Blanda,2020,,,Con ilustraciones de historias para dormir y soñar,12,5.0,Libro Nuevo,6,https://images.cdn1.buscalibre.com/fit-in/360x360/50/0b/500b8e5d94c0666926bcdf6b78e34111.jpg
Mitos y Leyendas de la Naturaleza,15800,13430,Contrapunto,0.15,Libro Físico,Cock-Starkey Claire,https://www.buscalibre.cl/libro-mitos-y-leyendas-de-la-naturaleza/9789562573535/p/54200814,Español,80,9789562573535,Chile,Tapa Dura,2022,,,Material de consulta infantil y juvenil,0,0.0,Libro Nuevo,7,https://images.cdn3.buscalibre.com/fit-in/360x360/53/a4/53a4e28a641ca2d27df20057e9d4b9fe.jpg
Carta de una Desconocida,12900,10970,Godot,0.15,Libro Físico,Stefan Zweig,https://www.buscalibre.cl/libro-carta-de-una-desconocida/9789878413204/p/53212844,Español,112,9789878413204,Chile,Tapa Blanda,2021,,,Ficción,5,5.0,Libro Nuevo,6,https://images.cdn3.buscalibre.com/fit-in/360x360/39/72/3972ed09d35723a173cb48f507a36497.jpg
Pelos y mas Pelos,14390,12230,Iamique,0.15,Libro Físico,Cassie Mayer,https://www.buscalibre.cl/libro-pelos-y-mas-pelos/9789871217403/p/27340074,Español,24,9789871217403,Chile,Tapa Blanda,2013,,,"Infantil, Humor",0,0.0,Libro Nuevo,2,https://images.cdn3.buscalibre.com/fit-in/360x360/0b/d6/0bd67a4f32bbff9041e536e2e304a71f.jpg
Un Cambio de Imagen,9990,4500,Latinbooks,0.55,Libro Físico,Latinbooks,https://www.buscalibre.cl/libro-un-cambio-de-imagen/9789974738997/p/48453012,Español,10,9789974738997,Chile,Tapa Blanda,2014,,,"Romance, Drama",0,0.0,Libro Nuevo,4,https://images.cdn3.buscalibre.com/fit-in/360x360/2b/c5/2bc57c392340cb2a66f26e832a13a197.jpg
Ramones en 32 Canciones,16000,13600,Santiago-Ander Editorial,0.15,Libro Físico,Emilio Ramón,https://www.buscalibre.cl/libro-ramones-en-32-canciones/9789569921292/p/54471459,Español,254,9789569921292,Chile,Tapa Blanda,2022,21.00,0.00,"Biografía, Música",2,5.0,Libro Nuevo,5,https://images.cdn2.buscalibre.com/fit-in/360x360/b1/82/b18247188dcd866116eda5e08855ba24.jpg
Tarot Sincronía,35500,33730,Teraideas,0.05,Libro Físico,"Darvich Pérez, Catalina",https://www.buscalibre.cl/libro-tarot-sincronia/9789566047193/p/54146608,Español,130,9789566047193,Chile,Tapa Dura,2022,7.00,11.00,Para adolescentes de 17 años; Tarot,4,4.0,Libro Nuevo,12,https://images.cdn1.buscalibre.com/fit-in/360x360/b5/ac/b5ac03fe02dae879ad390a0607f91ceb.jpg
Fairest,13990,11890,Vergara Y Riba,0.15,Libro Físico,Marissa Meyer,https://www.buscalibre.cl/libro-fairest/9789877470932/p/47463264,Español,184,9789877470932,Chile,Tapa Blanda,2016,15.00,21.00,Ficción,30,5.0,Libro Nuevo,5,https://images.cdn3.buscalibre.com/fit-in/360x360/0c/24/0c246b71886d4f250971a299087c866d.jpg
El Fascinante Libro de los Animales Extinguidos,22660,14730,Editorial Vicens Vives,0.35,Libro Físico,Cristina Banfi,https://www.buscalibre.cl/libro-el-fascinante-libro-de-los-animales-extinguidos/9788468271163/p/52789218,Español,64,9788468271163,Chile,Tapa Dura,2020,,,Con ilustraciones infantiles; Dinosaurios y mundo prehistórico para jóvenes,0,0.0,Libro Nuevo,7,https://images.cdn1.buscalibre.com/fit-in/360x360/46/f2/46f27b0395fc2919020d16d7439a1fc9.jpg
Antología de Relatos de Detectives,20190,9090,Editorial Alma,0.55,Libro Físico,Oscar Wilde,https://www.buscalibre.cl/libro-antologia-de-relatos-de-detectives/9788417430474/p/51463385,Español,320,9788417430474,Chile,Tapa Dura,2019,21.10,15.70,Antologías; Ficción clásica; Historias cortas; Novelas de detectives privados,12,5.0,Libro Nuevo,35,https://images.cdn3.buscalibre.com/fit-in/360x360/92/5c/925c7a9672270d694122a860caf471dd.jpg
Amelie Nothomb ii,33000,29700,Editorial Anagrama S.A.U.,0.10,Libro Físico,Amelie Nothomb,https://www.buscalibre.cl/libro-amelie-nothomb-ii/9788433926357/p/61981851,Español,592,9788433926357,Chile,Tapa Blanda,2019,,,"Literatura Contemporánea, Ficción",1,5.0,Libro Nuevo,7,https://images.cdn1.buscalibre.com/fit-in/360x360/51/09/5109ad63e7c5cf71fdfd0da193bbf1b8.jpg
Muerte con Pingüino,19000,16150,Blackie Books,0.15,Libro Físico,Kurkov Andrei,https://www.buscalibre.cl/libro-muerte-con-pinguino/9788419654724/p/55682878,Español,288,9788419654724,Chile,Tapa Blanda,2023,,,Ficción moderna y contemporánea; Historias cortas,0,0.0,Libro Nuevo,6,https://images.cdn1.buscalibre.com/fit-in/360x360/73/7b/737bb19ec2a88dcf6486e04f496041cd.jpg
El fin del miedo,17900,15220,Zenith,0.15,Libro Físico,Gio Zararri,https://www.buscalibre.cl/libro-el-fin-del-miedo/9789566017189/p/62054328,Español,208,9789566017189,Chile,Puzzle,2024,15.00,23.00,Autoayuda y desarrollo personal,0,0.0,Libro Nuevo,97,https://images.cdn3.buscalibre.com/fit-in/360x360/f7/25/f7255b2a3246a4a1a43a854d9c35f445.jpg
Los herederos de la tierra,17000,14450,Debolsillo,0.15,Libro Físico,Ildefonso Falcones,https://www.buscalibre.cl/libro-los-herederos-de-la-tierra/9788466350587/p/52407167,Español,896,9788466350587,Chile,Tapa Blanda,2020,19.00,12.50,Ficción histórica,8,5.0,Libro Nuevo,6,https://images.cdn3.buscalibre.com/fit-in/360x360/02/b7/02b7b8af424c983117c59ac74c442c7b.jpg
Penélope Y Las Doce Criadas / The Penelopiad,16000,13600,Salamandra,0.15,Libro Físico,Margaret Atwood,https://www.buscalibre.cl/libro-penelope-y-las-doce-criadas-the-penelopiad/9788498389883/p/52374690,Español,176,9788498389883,Chile,Tapa Blanda,2020,21.80,13.70,Ficción moderna y contemporánea; Historias tracicionales y mitos,0,0.0,Libro Nuevo,13,https://images.cdn2.buscalibre.com/fit-in/360x360/8b/80/8b8020c1021782e57ec1b0368de2bdf2.jpg
Cuentos desde el reino peligroso (NE),26500,22530,Minotauro,0.15,Libro Físico,J. R. R. Tolkien,https://www.buscalibre.cl/libro-cuentos-desde-el-reino-peligroso-ne/9788445009963/p/54216621,Español,352,9788445009963,Chile,Tapa Dura,2022,23.50,15.50,Fantasía,12,5.0,Libro Nuevo,23,https://images.cdn1.buscalibre.com/fit-in/360x360/36/2b/362ba4a9c893aa3bb67ff8a53a8ff092.jpg
Donde Descansan las Flores (en Esp),25900,22020,Lunwerg Editores,0.15,Libro Físico,Sara Búho,https://www.buscalibre.cl/libro-donde-descansan-las-flores/9788419875419/p/55893070,Español,144,9788419875419,Chile,Tapa Dura,2024,21.00,15.00,Poesía,1,5.0,Libro Nuevo,32,https://images.cdn1.buscalibre.com/fit-in/360x360/4e/3d/4e3d54390365169f5c62d1e415f997a9.jpg
Las Ratitas 6. El Poder de los Muñecos de Nieve,17900,15220,Destino Infantil & Juvenil,0.15,Libro Físico,Las Ratitas,https://www.buscalibre.cl/libro-las-ratitas-6-el-poder-de-los-munecos-de-nieve/9788408249306/p/53727910,Español,144,9788408249306,Chile,Tapa Dura,2021,21.50,15.00,Con ilustraciones infantiles; Ficción infantil y juvenil e historias reales,2,5.0,Libro Nuevo,13,https://images.cdn1.buscalibre.com/fit-in/360x360/f0/06/f00615f8783925ceb7169787e935f78a.jpg
La señora Dalloway,10900,8180,Austral,0.25,Libro Físico,Virginia Woolf,https://www.buscalibre.cl/libro-la-senora-dalloway/9789566180401/p/58772211,Español,240,9789566180401,Chile,Tapa Blanda,2024,12.00,0.00,Ficción,0,0.0,Libro Nuevo,61,https://images.cdn2.buscalibre.com/fit-in/360x360/81/33/81335b10f1bccf0c95c3ad6df99e6932.jpg
Juliette y las Canciones Perdidas,20900,15680,Editorial Planeta Chilena S.A.,0.25,Libro Físico,Andrea Longarela,https://www.buscalibre.cl/libro-juliette-y-las-canciones-perdidas/9789566145783/p/58772054,Español,448,9789566145783,Chile,Tapa Blanda,2024,14.00,0.00,Ficción,2,4.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/7a/1e/7a1e59c9e98a90ade2f7b7bfed47fd9a.jpg
El Leopardo,15000,12750,Debolsillo,0.15,Libro Físico,Jo Nesbo,https://www.buscalibre.cl/libro-el-leopardo/9788466334709/p/47632248,Español,696,9788466334709,Chile,Tapa Blanda,2016,19.00,12.80,Procedimientos policiales; Thriller,2,5.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/4e/71/4e71725ee8a11bc7375008e83a3868e5.jpg
Podemos Salvar el Mundo Antes de Cenar,23900,10760,Seix Barral,0.55,Libro Físico,Jonathan Safran Foer,https://www.buscalibre.cl/libro-podemos-salvar-el-mundo-antes-de-cenar/9788432235467/p/52018299,Español,336,9788432235467,Chile,Tapa Blanda,2019,23.00,13.30,Cambio climático; Sociedad y cultura general,1,5.0,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/92/de/92de8673029f031ce018b0ad2df6699c.jpg
MI MEJOR AMIGA INVISIBLE (COMO SOBREVIVIR AL COLE 1),12000,10200,MOLINO,0.15,Libro Físico,"SHEPARD, SARA",https://www.buscalibre.cl/libro-mi-mejor-amiga-invisible-como-sobrevivir-al-cole-1/9788427237070/p/55678329,Español,264,9788427237070,Chile,Tapa Dura,2023,21.00,14.50,Ficción infantil y juvenil: comedia,1,5.0,Libro Nuevo,81,https://images.cdn1.buscalibre.com/fit-in/360x360/5e/79/5e79289856e0c16d3cc2435edf82da06.jpg
